Date,Site ID,Daily Max 8-hour CO Concentration,Units,Daily AQI Value,Daily Obs Count,AQS Parameter Description,County FIPS Code,County,Site Latitude,Site Longitude
11/16/2022,490353010,0.6,ppm,7,24,Carbon monoxide,35,Salt Lake,40.78422,-111.931
11/17/2022,490353010,0.4,ppm,5,24,Carbon monoxide,35,Salt Lake,40.78422,-111.931
11/18/2022,490353010,0.2,ppm,2,24,Carbon monoxide,35,Salt Lake,40.78422,-111.931
11/19/2022,490353010,0.3,ppm,3,24,Carbon monoxide,35,Salt Lake,40.78422,-111.931
11/20/2022,490353010,0.5,ppm,6,24,Carbon monoxide,35,Salt Lake,40.78422,-111.931
11/21/2022,490353010,0.9,ppm,10,24,Carbon monoxide,35,Salt Lake,40.78422,-111.931
11/22/2022,490353010,1.0,ppm,11,24,Carbon monoxide,35,Salt Lake,40.78422,-111.931
11/23/2022,490353010,0.6,ppm,7,24,Carbon monoxide,35,Salt Lake,40.78422,-111.931
11/24/2022,490353010,0.4,ppm,5,24,Carbon monoxide,35,Salt Lake,40.78422,-111.931
11/25/2022,490353010,0.3,ppm,3,24,Carbon monoxide,35,Salt Lake,40.78422,-111.931
11/26/2022,490353010,0.6,ppm,7,24,Carbon monoxide,35,Salt Lake,40.78422,-111.931
11/27/2022,490353010,0.1,ppm,1,24,Carbon monoxide,35,Salt Lake,40.78422,-111.931
11/28/2022,490353010,0.3,ppm,3,24,Carbon monoxide,35,Salt Lake,40.78422,-111.931
11/29/2022,490353010,0.3,ppm,3,24,Carbon monoxide,35,Salt Lake,40.78422,-111.931
11/30/2022,490353010,0.3,ppm,3,24,Carbon monoxide,35,Salt Lake,40.78422,-111.931
12/01/2022,490353010,0.1,ppm,1,24,Carbon monoxide,35,Salt Lake,40.78422,-111.931
12/02/2022,490353010,0.5,ppm,6,24,Carbon monoxide,35,Salt Lake,40.78422,-111.931
12/03/2022,490353010,0.7,ppm,8,24,Carbon monoxide,35,Salt Lake,40.78422,-111.931
12/04/2022,490353010,0.2,ppm,2,24,Carbon monoxide,35,Salt Lake,40.78422,-111.931
12/05/2022,490353010,0.3,ppm,3,24,Carbon monoxide,35,Salt Lake,40.78422,-111.931
12/06/2022,490353010,0.3,ppm,3,24,Carbon monoxide,35,Salt Lake,40.78422,-111.931
12/07/2022,490353010,0.2,ppm,2,24,Carbon monoxide,35,Salt Lake,40.78422,-111.931
12/08/2022,490353010,0.4,ppm,5,24,Carbon monoxide,35,Salt Lake,40.78422,-111.931
12/09/2022,490353010,0.5,ppm,6,24,Carbon monoxide,35,Salt Lake,40.78422,-111.931
12/10/2022,490353010,0.3,ppm,3,24,Carbon monoxide,35,Salt Lake,40.78422,-111.931
12/11/2022,490353010,0.1,ppm,1,24,Carbon monoxide,35,Salt Lake,40.78422,-111.931
12/12/2022,490353010,0.2,ppm,2,24,Carbon monoxide,35,Salt Lake,40.78422,-111.931
12/13/2022,490353010,0.1,ppm,1,24,Carbon monoxide,35,Salt Lake,40.78422,-111.931
12/14/2022,490353010,0.3,ppm,3,24,Carbon monoxide,35,Salt Lake,40.78422,-111.931
12/15/2022,490353010,0.3,ppm,3,24,Carbon monoxide,35,Salt Lake,40.78422,-111.931
12/16/2022,490353010,0.7,ppm,8,24,Carbon monoxide,35,Salt Lake,40.78422,-111.931
12/17/2022,490353010,0.7,ppm,8,24,Carbon monoxide,35,Salt Lake,40.78422,-111.931
12/18/2022,490353010,1.1,ppm,13,24,Carbon monoxide,35,Salt Lake,40.78422,-111.931
12/19/2022,490353010,0.8,ppm,9,24,Carbon monoxide,35,Salt Lake,40.78422,-111.931
12/20/2022,490353010,0.7,ppm,8,24,Carbon monoxide,35,Salt Lake,40.78422,-111.931
12/21/2022,490353010,0.8,ppm,9,24,Carbon monoxide,35,Salt Lake,40.78422,-111.931
12/22/2022,490353010,0.3,ppm,3,24,Carbon monoxide,35,Salt Lake,40.78422,-111.931
12/23/2022,490353010,0.4,ppm,5,24,Carbon monoxide,35,Salt Lake,40.78422,-111.931
12/24/2022,490353010,0.6,ppm,7,24,Carbon monoxide,35,Salt Lake,40.78422,-111.931
12/25/2022,490353010,0.7,ppm,8,24,Carbon monoxide,35,Salt Lake,40.78422,-111.931
12/26/2022,490353010,0.7,ppm,8,24,Carbon monoxide,35,Salt Lake,40.78422,-111.931
12/27/2022,490353010,0.6,ppm,7,24,Carbon monoxide,35,Salt Lake,40.78422,-111.931
12/28/2022,490353010,0.2,ppm,2,24,Carbon monoxide,35,Salt Lake,40.78422,-111.931
12/29/2022,490353010,0.2,ppm,2,24,Carbon monoxide,35,Salt Lake,40.78422,-111.931
12/30/2022,490353010,0.2,ppm,2,24,Carbon monoxide,35,Salt Lake,40.78422,-111.931
12/31/2022,490353010,0.2,ppm,2,24,Carbon monoxide,35,Salt Lake,40.78422,-111.931
01/01/2022,490353015,0.4,ppm,5,19,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
01/02/2022,490353015,0.5,ppm,6,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
01/03/2022,490353015,1.0,ppm,11,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
01/04/2022,490353015,0.4,ppm,5,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
01/05/2022,490353015,0.5,ppm,6,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
01/06/2022,490353015,0.7,ppm,8,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
01/07/2022,490353015,0.5,ppm,6,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
01/08/2022,490353015,0.4,ppm,5,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
01/09/2022,490353015,0.6,ppm,7,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
01/10/2022,490353015,1.0,ppm,11,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
01/11/2022,490353015,0.9,ppm,10,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
01/12/2022,490353015,0.9,ppm,10,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
01/13/2022,490353015,1.1,ppm,13,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
01/14/2022,490353015,0.8,ppm,9,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
01/15/2022,490353015,0.8,ppm,9,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
01/16/2022,490353015,1.2,ppm,14,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
01/17/2022,490353015,1.2,ppm,14,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
01/18/2022,490353015,1.2,ppm,14,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
01/19/2022,490353015,1.3,ppm,15,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
01/20/2022,490353015,0.9,ppm,10,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
01/21/2022,490353015,0.6,ppm,7,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
01/22/2022,490353015,0.6,ppm,7,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
01/23/2022,490353015,0.8,ppm,9,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
01/24/2022,490353015,1.3,ppm,15,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
01/25/2022,490353015,0.3,ppm,3,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
01/26/2022,490353015,0.7,ppm,8,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
01/27/2022,490353015,0.5,ppm,6,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
01/28/2022,490353015,0.7,ppm,8,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
01/29/2022,490353015,1.3,ppm,15,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
01/30/2022,490353015,1.0,ppm,11,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
01/31/2022,490353015,0.9,ppm,10,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
02/01/2022,490353015,0.6,ppm,7,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
02/02/2022,490353015,0.3,ppm,3,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
02/03/2022,490353015,0.6,ppm,7,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
02/04/2022,490353015,0.7,ppm,8,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
02/05/2022,490353015,0.9,ppm,10,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
02/06/2022,490353015,0.5,ppm,6,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
02/07/2022,490353015,0.7,ppm,8,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
02/08/2022,490353015,1.0,ppm,11,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
02/09/2022,490353015,0.9,ppm,10,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
02/10/2022,490353015,1.0,ppm,11,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
02/11/2022,490353015,0.9,ppm,10,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
02/12/2022,490353015,0.7,ppm,8,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
02/13/2022,490353015,1.2,ppm,14,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
02/14/2022,490353015,1.0,ppm,11,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
02/15/2022,490353015,0.5,ppm,6,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
02/16/2022,490353015,0.4,ppm,5,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
02/17/2022,490353015,0.7,ppm,8,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
02/18/2022,490353015,0.6,ppm,7,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
02/19/2022,490353015,0.6,ppm,7,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
02/20/2022,490353015,0.5,ppm,6,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
02/21/2022,490353015,0.4,ppm,5,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
02/22/2022,490353015,0.5,ppm,6,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
02/23/2022,490353015,0.4,ppm,5,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
02/24/2022,490353015,0.5,ppm,6,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
02/25/2022,490353015,0.7,ppm,8,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
02/26/2022,490353015,0.5,ppm,6,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
02/27/2022,490353015,0.6,ppm,7,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
02/28/2022,490353015,0.8,ppm,9,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
03/01/2022,490353015,0.9,ppm,10,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
03/02/2022,490353015,0.4,ppm,5,15,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
03/03/2022,490353015,0.5,ppm,6,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
03/04/2022,490353015,0.2,ppm,2,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
03/05/2022,490353015,0.1,ppm,1,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
03/06/2022,490353015,0.2,ppm,2,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
03/07/2022,490353015,0.3,ppm,3,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
03/08/2022,490353015,0.2,ppm,2,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
03/09/2022,490353015,0.2,ppm,2,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
03/10/2022,490353015,0.2,ppm,2,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
03/11/2022,490353015,0.3,ppm,3,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
03/12/2022,490353015,0.2,ppm,2,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
03/13/2022,490353015,0.3,ppm,3,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
03/14/2022,490353015,0.5,ppm,6,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
03/15/2022,490353015,0.4,ppm,5,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
03/16/2022,490353015,0.3,ppm,3,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
03/17/2022,490353015,0.4,ppm,5,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
03/18/2022,490353015,0.5,ppm,6,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
03/19/2022,490353015,0.2,ppm,2,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
03/20/2022,490353015,0.2,ppm,2,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
03/21/2022,490353015,0.3,ppm,3,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
03/22/2022,490353015,0.5,ppm,6,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
03/23/2022,490353015,0.4,ppm,5,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
03/24/2022,490353015,0.4,ppm,5,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
03/25/2022,490353015,0.3,ppm,3,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
03/26/2022,490353015,0.1,ppm,1,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
03/27/2022,490353015,0.2,ppm,2,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
03/28/2022,490353015,0.1,ppm,1,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
03/29/2022,490353015,0.2,ppm,2,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
03/30/2022,490353015,0.2,ppm,2,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
03/31/2022,490353015,0.3,ppm,3,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
04/01/2022,490353015,0.5,ppm,6,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
04/02/2022,490353015,0.4,ppm,5,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
04/03/2022,490353015,0.3,ppm,3,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
04/04/2022,490353015,0.5,ppm,6,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
04/05/2022,490353015,0.3,ppm,3,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
04/06/2022,490353015,0.6,ppm,7,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
04/07/2022,490353015,0.6,ppm,7,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
04/08/2022,490353015,0.6,ppm,7,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
04/09/2022,490353015,0.4,ppm,5,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
04/10/2022,490353015,0.4,ppm,5,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
04/11/2022,490353015,0.5,ppm,6,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
04/12/2022,490353015,0.4,ppm,5,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
04/13/2022,490353015,0.2,ppm,2,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
04/14/2022,490353015,0.2,ppm,2,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
04/15/2022,490353015,0.1,ppm,1,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
04/16/2022,490353015,0.4,ppm,5,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
04/17/2022,490353015,0.2,ppm,2,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
04/18/2022,490353015,0.4,ppm,5,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
04/19/2022,490353015,0.2,ppm,2,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
04/20/2022,490353015,0.4,ppm,5,12,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
04/21/2022,490353015,0.1,ppm,1,5,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
04/22/2022,490353015,0.2,ppm,2,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
04/23/2022,490353015,0.2,ppm,2,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
04/24/2022,490353015,0.3,ppm,3,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
04/25/2022,490353015,0.3,ppm,3,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
04/26/2022,490353015,0.2,ppm,2,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
04/27/2022,490353015,0.5,ppm,6,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
04/28/2022,490353015,0.4,ppm,5,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
04/29/2022,490353015,0.2,ppm,2,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
04/30/2022,490353015,0.3,ppm,3,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
05/01/2022,490353015,0.2,ppm,2,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
05/02/2022,490353015,0.3,ppm,3,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
05/03/2022,490353015,0.3,ppm,3,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
05/04/2022,490353015,0.3,ppm,3,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
05/05/2022,490353015,0.4,ppm,5,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
05/06/2022,490353015,0.3,ppm,3,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
05/07/2022,490353015,0.3,ppm,3,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
05/08/2022,490353015,0.3,ppm,3,19,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
05/09/2022,490353015,0.3,ppm,3,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
05/10/2022,490353015,0.2,ppm,2,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
05/11/2022,490353015,0.3,ppm,3,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
05/12/2022,490353015,0.1,ppm,1,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
05/13/2022,490353015,0.2,ppm,2,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
05/14/2022,490353015,0.2,ppm,2,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
05/15/2022,490353015,0.2,ppm,2,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
05/16/2022,490353015,0.2,ppm,2,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
05/17/2022,490353015,0.1,ppm,1,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
05/18/2022,490353015,0.1,ppm,1,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
05/19/2022,490353015,0.3,ppm,3,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
05/20/2022,490353015,0.1,ppm,1,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
05/21/2022,490353015,0.1,ppm,1,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
05/22/2022,490353015,0.2,ppm,2,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
05/23/2022,490353015,0.1,ppm,1,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
05/24/2022,490353015,0.2,ppm,2,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
05/25/2022,490353015,0.2,ppm,2,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
05/26/2022,490353015,0.2,ppm,2,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
05/27/2022,490353015,0.1,ppm,1,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
05/28/2022,490353015,0.1,ppm,1,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
05/29/2022,490353015,0.1,ppm,1,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
05/30/2022,490353015,0.1,ppm,1,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
05/31/2022,490353015,0.3,ppm,3,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
06/01/2022,490353015,0.3,ppm,3,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
06/02/2022,490353015,0.2,ppm,2,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
06/03/2022,490353015,0.3,ppm,3,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
06/04/2022,490353015,0.2,ppm,2,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
06/05/2022,490353015,0.2,ppm,2,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
06/06/2022,490353015,0.1,ppm,1,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
06/07/2022,490353015,0.2,ppm,2,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
06/08/2022,490353015,0.3,ppm,3,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
06/09/2022,490353015,0.2,ppm,2,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
06/10/2022,490353015,0.3,ppm,3,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
06/11/2022,490353015,0.2,ppm,2,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
06/12/2022,490353015,0.2,ppm,2,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
06/13/2022,490353015,0.1,ppm,1,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
06/14/2022,490353015,0.1,ppm,1,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
06/15/2022,490353015,0.2,ppm,2,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
06/16/2022,490353015,0.3,ppm,3,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
06/17/2022,490353015,0.2,ppm,2,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
06/18/2022,490353015,0.1,ppm,1,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
06/19/2022,490353015,0.1,ppm,1,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
06/20/2022,490353015,0.1,ppm,1,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
06/21/2022,490353015,0.2,ppm,2,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
06/22/2022,490353015,0.3,ppm,3,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
06/23/2022,490353015,0.1,ppm,1,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
06/24/2022,490353015,0.0,ppm,0,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
06/25/2022,490353015,0.1,ppm,1,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
06/26/2022,490353015,0.2,ppm,2,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
06/27/2022,490353015,0.1,ppm,1,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
06/28/2022,490353015,0.1,ppm,1,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
06/29/2022,490353015,0.0,ppm,0,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
06/30/2022,490353015,0.1,ppm,1,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
07/01/2022,490353015,0.0,ppm,0,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
07/02/2022,490353015,0.0,ppm,0,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
07/03/2022,490353015,0.0,ppm,0,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
07/04/2022,490353015,0.1,ppm,1,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
07/05/2022,490353015,0.1,ppm,1,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
07/06/2022,490353015,0.0,ppm,0,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
07/07/2022,490353015,0.0,ppm,0,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
07/08/2022,490353015,0.1,ppm,1,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
07/09/2022,490353015,0.1,ppm,1,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
07/10/2022,490353015,0.1,ppm,1,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
07/11/2022,490353015,0.1,ppm,1,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
07/12/2022,490353015,0.2,ppm,2,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
07/13/2022,490353015,0.1,ppm,1,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
07/14/2022,490353015,0.1,ppm,1,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
07/15/2022,490353015,0.1,ppm,1,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
07/16/2022,490353015,0.1,ppm,1,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
07/17/2022,490353015,0.1,ppm,1,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
07/18/2022,490353015,0.1,ppm,1,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
07/19/2022,490353015,0.1,ppm,1,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
07/20/2022,490353015,0.1,ppm,1,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
07/21/2022,490353015,0.2,ppm,2,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
07/22/2022,490353015,0.2,ppm,2,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
07/23/2022,490353015,0.2,ppm,2,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
07/24/2022,490353015,0.1,ppm,1,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
07/25/2022,490353015,0.1,ppm,1,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
07/26/2022,490353015,0.1,ppm,1,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
07/27/2022,490353015,0.2,ppm,2,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
07/28/2022,490353015,0.2,ppm,2,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
07/29/2022,490353015,0.1,ppm,1,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
07/30/2022,490353015,0.1,ppm,1,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
07/31/2022,490353015,0.1,ppm,1,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
08/01/2022,490353015,0.1,ppm,1,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
08/02/2022,490353015,0.1,ppm,1,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
08/03/2022,490353015,0.2,ppm,2,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
08/04/2022,490353015,0.1,ppm,1,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
08/05/2022,490353015,0.2,ppm,2,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
08/06/2022,490353015,0.1,ppm,1,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
08/07/2022,490353015,0.0,ppm,0,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
08/08/2022,490353015,0.1,ppm,1,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
08/09/2022,490353015,0.3,ppm,3,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
08/10/2022,490353015,0.1,ppm,1,24,Carbon monoxide,35,Salt Lake,40.777145,-111.945849
